Description	Resource	Path	Location	Type
cmspage_base cannot be resolved to a variable	commonquery_left.jsp	/Web-sx/src/main/webapp/ninclude/commonquery_include	line 11	JSP Problem
cmspage_base cannot be resolved to a variable	commonquery_left.jsp	/Web-sx/src/main/webapp/ninclude/commonquery_include	line 14	JSP Problem
cmspage_base cannot be resolved to a variable	commonquery_left.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/ninclude/commonquery_include	line 8	JSP Problem
cmspage_base cannot be resolved to a variable	commonquery_left.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/ninclude/commonquery_include	line 9	JSP Problem
cmspage_base cannot be resolved to a variable	commonquery_left.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/ninclude/commonquery_include	line 10	JSP Problem
cmspage_base cannot be resolved to a variable	commonquery_left.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/ninclude/commonquery_include	line 11	JSP Problem
cmspage_base cannot be resolved to a variable	commonquery_left.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/ninclude/commonquery_include	line 14	JSP Problem
cmspage_base cannot be resolved to a variable	header.jsp	/Web-sx/src/main/webapp/ninclude/biz	line 137	JSP Problem
cmspage_base cannot be resolved to a variable	header.jsp	/Web-sx/src/main/webapp/ninclude/biz	line 169	JSP Problem
cmspage_base cannot be resolved to a variable	header.jsp	/Web-sx/src/main/webapp/ninclude/biz	line 170	JSP Problem
cmspage_base cannot be resolved to a variable	header.jsp	/Web-sx/src/main/webapp/ninclude/biz	line 171	JSP Problem
cmspage_base cannot be resolved to a variable	header.jsp	/Web-sx/src/main/webapp/ninclude/biz	line 172	JSP Problem
cmspage_base cannot be resolved to a variable	header.jsp	/Web-sx/src/main/webapp/ninclude/biz	line 173	JSP Problem
cmspage_base cannot be resolved to a variable	header.jsp	/Web-sx/src/main/webapp/ninclude/biz	line 182	JSP Problem
cmspage_base cannot be resolved to a variable	header.jsp	/Web-sx/src/main/webapp/ninclude/biz	line 183	JSP Problem
cmspage_base cannot be resolved to a variable	header.jsp	/Web-sx/src/main/webapp/ninclude/biz	line 184	JSP Problem
cmspage_base cannot be resolved to a variable	header.jsp	/Web-sx/src/main/webapp/ninclude/biz	line 186	JSP Problem
cmspage_base cannot be resolved to a variable	header.jsp	/Web-sx/src/main/webapp/ninclude/biz	line 187	JSP Problem
cmspage_base cannot be resolved to a variable	header.jsp	/Web-sx/src/main/webapp/ninclude/biz	line 196	JSP Problem
cmspage_base cannot be resolved to a variable	header.jsp	/Web-sx/src/main/webapp/ninclude/biz	line 197	JSP Problem
cmspage_base cannot be resolved to a variable	header.jsp	/Web-sx/src/main/webapp/ninclude/biz	line 198	JSP Problem
cmspage_base cannot be resolved to a variable	header.jsp	/Web-sx/src/main/webapp/ninclude/biz	line 199	JSP Problem
cmspage_base cannot be resolved to a variable	header.jsp	/Web-sx/src/main/webapp/ninclude/biz	line 209	JSP Problem
cmspage_base cannot be resolved to a variable	header.jsp	/Web-sx/src/main/webapp/ninclude/biz	line 210	JSP Problem
cmspage_base cannot be resolved to a variable	header.jsp	/Web-sx/src/main/webapp/ninclude/biz	line 247	JSP Problem
cmspage_base cannot be resolved to a variable	header.jsp	/Web-sx/src/main/webapp/ninclude/biz	line 248	JSP Problem
cmspage_base cannot be resolved to a variable	header.jsp	/Web-sx/src/main/webapp/ninclude/biz	line 249	JSP Problem
cmspage_base cannot be resolved to a variable	header.jsp	/Web-sx/src/main/webapp/ninclude/biz	line 250	JSP Problem
cmspage_base cannot be resolved to a variable	header.jsp	/Web-sx/src/main/webapp/ninclude/biz	line 253	JSP Problem
cmspage_base cannot be resolved to a variable	header.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/ninclude/biz	line 137	JSP Problem
cmspage_base cannot be resolved to a variable	header.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/ninclude/biz	line 169	JSP Problem
cmspage_base cannot be resolved to a variable	header.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/ninclude/biz	line 170	JSP Problem
cmspage_base cannot be resolved to a variable	header.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/ninclude/biz	line 171	JSP Problem
cmspage_base cannot be resolved to a variable	header.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/ninclude/biz	line 172	JSP Problem
cmspage_base cannot be resolved to a variable	header.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/ninclude/biz	line 173	JSP Problem
cmspage_base cannot be resolved to a variable	header.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/ninclude/biz	line 182	JSP Problem
cmspage_base cannot be resolved to a variable	header.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/ninclude/biz	line 183	JSP Problem
cmspage_base cannot be resolved to a variable	header.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/ninclude/biz	line 184	JSP Problem
cmspage_base cannot be resolved to a variable	header.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/ninclude/biz	line 186	JSP Problem
cmspage_base cannot be resolved to a variable	header.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/ninclude/biz	line 187	JSP Problem
cmspage_base cannot be resolved to a variable	header.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/ninclude/biz	line 196	JSP Problem
cmspage_base cannot be resolved to a variable	header.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/ninclude/biz	line 197	JSP Problem
cmspage_base cannot be resolved to a variable	header.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/ninclude/biz	line 198	JSP Problem
cmspage_base cannot be resolved to a variable	header.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/ninclude/biz	line 199	JSP Problem
cmspage_base cannot be resolved to a variable	header.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/ninclude/biz	line 209	JSP Problem
cmspage_base cannot be resolved to a variable	header.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/ninclude/biz	line 210	JSP Problem
cmspage_base cannot be resolved to a variable	header.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/ninclude/biz	line 247	JSP Problem
cmspage_base cannot be resolved to a variable	header.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/ninclude/biz	line 248	JSP Problem
cmspage_base cannot be resolved to a variable	header.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/ninclude/biz	line 249	JSP Problem
cmspage_base cannot be resolved to a variable	header.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/ninclude/biz	line 250	JSP Problem
cmspage_base cannot be resolved to a variable	header.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/ninclude/biz	line 253	JSP Problem
cmspage_base cannot be resolved to a variable	hotBusiness_ehome_right.jsp	/Web-sx/src/main/webapp/ninclude/ehome	line 6	JSP Problem
cmspage_base cannot be resolved to a variable	hotBusiness_ehome_right.jsp	/Web-sx/src/main/webapp/ninclude/ehome	line 12	JSP Problem
cmspage_base cannot be resolved to a variable	hotBusiness_ehome_right.jsp	/Web-sx/src/main/webapp/ninclude/ehome	line 14	JSP Problem
cmspage_base cannot be resolved to a variable	hotBusiness_ehome_right.jsp	/Web-sx/src/main/webapp/ninclude/ehome	line 18	JSP Problem
cmspage_base cannot be resolved to a variable	hotBusiness_ehome_right.jsp	/Web-sx/src/main/webapp/ninclude/ehome	line 24	JSP Problem
cmspage_base cannot be resolved to a variable	hotBusiness_ehome_right.jsp	/Web-sx/src/main/webapp/ninclude/ehome	line 26	JSP Problem
cmspage_base cannot be resolved to a variable	hotBusiness_ehome_right.jsp	/Web-sx/src/main/webapp/ninclude/ehome	line 30	JSP Problem
cmspage_base cannot be resolved to a variable	hotBusiness_ehome_right.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/ninclude/ehome	line 6	JSP Problem
cmspage_base cannot be resolved to a variable	hotBusiness_ehome_right.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/ninclude/ehome	line 12	JSP Problem
cmspage_base cannot be resolved to a variable	hotBusiness_ehome_right.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/ninclude/ehome	line 14	JSP Problem
cmspage_base cannot be resolved to a variable	hotBusiness_ehome_right.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/ninclude/ehome	line 18	JSP Problem
cmspage_base cannot be resolved to a variable	hotBusiness_ehome_right.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/ninclude/ehome	line 24	JSP Problem
cmspage_base cannot be resolved to a variable	hotBusiness_ehome_right.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/ninclude/ehome	line 26	JSP Problem
cmspage_base cannot be resolved to a variable	hotBusiness_ehome_right.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/ninclude/ehome	line 30	JSP Problem
cmspage_base cannot be resolved to a variable	quickService_right.jsp	/Web-sx/src/main/webapp/ninclude	line 70	JSP Problem
cmspage_base cannot be resolved to a variable	quickService_right.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/ninclude	line 70	JSP Problem
com.sitech.crmpd cannot be resolved	ch_write.jsp	/Web-sx/src/main/webapp/npage/school2011	line 102	JSP Problem
com.sitech.crmpd cannot be resolved	ch_write.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/npage/school2011	line 102	JSP Problem
com.sitech.crmpd cannot be resolved	xyzq_ch_write.jsp	/Web-sx/src/main/webapp/npage/school2011	line 126	JSP Problem
com.sitech.crmpd cannot be resolved	xyzq_ch_write.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/npage/school2011	line 126	JSP Problem
com.sitech.crmpd cannot be resolved to a type	doSendScrap.jsp	/Web-sx/src/main/webapp/npage/treasureMap	line 12	JSP Problem
com.sitech.crmpd cannot be resolved to a type	doSendScrap.jsp	/Web-sx/src/main/webapp/npage/treasureMap	line 12	JSP Problem
com.sitech.crmpd cannot be resolved to a type	doSendScrap.jsp	/Web-sx/src/main/webapp/npage/treasureMap	line 14	JSP Problem
com.sitech.crmpd cannot be resolved to a type	doSendScrap.jsp	/Web-sx/src/main/webapp/npage/treasureMap	line 14	JSP Problem
com.sitech.crmpd cannot be resolved to a type	doSendScrap.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/npage/treasureMap	line 12	JSP Problem
com.sitech.crmpd cannot be resolved to a type	doSendScrap.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/npage/treasureMap	line 12	JSP Problem
com.sitech.crmpd cannot be resolved to a type	doSendScrap.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/npage/treasureMap	line 14	JSP Problem
com.sitech.crmpd cannot be resolved to a type	doSendScrap.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/npage/treasureMap	line 14	JSP Problem
com.sitech.crmpd cannot be resolved to a type	gotoMap.jsp	/Web-sx/src/main/webapp/npage/treasureMap	line 27	JSP Problem
com.sitech.crmpd cannot be resolved to a type	gotoMap.jsp	/Web-sx/src/main/webapp/npage/treasureMap	line 27	JSP Problem
com.sitech.crmpd cannot be resolved to a type	gotoMap.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/npage/treasureMap	line 27	JSP Problem
com.sitech.crmpd cannot be resolved to a type	gotoMap.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/npage/treasureMap	line 27	JSP Problem
com.sitech.crmpd cannot be resolved to a type	recommend.jsp	/Web-sx/src/main/webapp/npage/treasureMap	line 8	JSP Problem
com.sitech.crmpd cannot be resolved to a type	recommend.jsp	/Web-sx/src/main/webapp/npage/treasureMap	line 8	JSP Problem
com.sitech.crmpd cannot be resolved to a type	recommend.jsp	/Web-sx/src/main/webapp/npage/treasureMap	line 10	JSP Problem
com.sitech.crmpd cannot be resolved to a type	recommend.jsp	/Web-sx/src/main/webapp/npage/treasureMap	line 10	JSP Problem
com.sitech.crmpd cannot be resolved to a type	recommend.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/npage/treasureMap	line 8	JSP Problem
com.sitech.crmpd cannot be resolved to a type	recommend.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/npage/treasureMap	line 8	JSP Problem
com.sitech.crmpd cannot be resolved to a type	recommend.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/npage/treasureMap	line 10	JSP Problem
com.sitech.crmpd cannot be resolved to a type	recommend.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/npage/treasureMap	line 10	JSP Problem
com.sitech.crmpd.echn.common cannot be resolved to a variable	doSendScrap.jsp	/Web-sx/src/main/webapp/npage/treasureMap	line 14	JSP Problem
com.sitech.crmpd.echn.common cannot be resolved to a variable	doSendScrap.jsp	/Web-sx/src/main/webapp/npage/treasureMap	line 14	JSP Problem
com.sitech.crmpd.echn.common cannot be resolved to a variable	doSendScrap.jsp	/Web-sx/src/main/webapp/npage/treasureMap	line 15	JSP Problem
com.sitech.crmpd.echn.common cannot be resolved to a variable	doSendScrap.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/npage/treasureMap	line 14	JSP Problem
com.sitech.crmpd.echn.common cannot be resolved to a variable	doSendScrap.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/npage/treasureMap	line 14	JSP Problem
com.sitech.crmpd.echn.common cannot be resolved to a variable	doSendScrap.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/npage/treasureMap	line 15	JSP Problem
com.sitech.crmpd.echn.common cannot be resolved to a variable	recommend.jsp	/Web-sx/src/main/webapp/npage/treasureMap	line 10	JSP Problem
com.sitech.crmpd.echn.common cannot be resolved to a variable	recommend.jsp	/Web-sx/src/main/webapp/npage/treasureMap	line 10	JSP Problem
com.sitech.crmpd.echn.common cannot be resolved to a variable	recommend.jsp	/Web-sx/src/main/webapp/npage/treasureMap	line 11	JSP Problem
com.sitech.crmpd.echn.common cannot be resolved to a variable	recommend.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/npage/treasureMap	line 10	JSP Problem
com.sitech.crmpd.echn.common cannot be resolved to a variable	recommend.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/npage/treasureMap	line 10	JSP Problem
com.sitech.crmpd.echn.common cannot be resolved to a variable	recommend.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/npage/treasureMap	line 11	JSP Problem
Constant cannot be resolved to a variable	3gcumulationInfoQuery.jsp	/Web-sx/src/main/webapp/WEB-INF/npage/echn/feequery/subfeequery	line 28	JSP Problem
Constant cannot be resolved to a variable	3gcumulationInfoQuery.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/WEB-INF/npage/echn/feequery/subfeequery	line 28	JSP Problem
Constant cannot be resolved to a variable	balanceQuery.jsp	/Web-sx/src/main/webapp/WEB-INF/npage/echn/feequery/subfeequery	line 29	JSP Problem
Constant cannot be resolved to a variable	balanceQuery.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/WEB-INF/npage/echn/feequery/subfeequery	line 29	JSP Problem
Constant cannot be resolved to a variable	billDetailQuery.jsp	/Web-sx/src/main/webapp/WEB-INF/npage/echn/feequery/subfeequery	line 28	JSP Problem
Constant cannot be resolved to a variable	billDetailQuery.jsp	/Web-sx/src/main/webapp/WEB-INF/npage/echn/feequery/subfeequery	line 72	JSP Problem
Constant cannot be resolved to a variable	billDetailQuery.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/WEB-INF/npage/echn/feequery/subfeequery	line 28	JSP Problem
Constant cannot be resolved to a variable	billDetailQuery.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/WEB-INF/npage/echn/feequery/subfeequery	line 72	JSP Problem
Constant cannot be resolved to a variable	billQuery.jsp	/Web-sx/src/main/webapp/WEB-INF/npage/echn/feequery/subfeequery	line 35	JSP Problem
Constant cannot be resolved to a variable	billQuery.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/WEB-INF/npage/echn/feequery/subfeequery	line 35	JSP Problem
Constant cannot be resolved to a variable	cumulationInfoQuery.jsp	/Web-sx/src/main/webapp/WEB-INF/npage/echn/feequery/subfeequery	line 28	JSP Problem
Constant cannot be resolved to a variable	cumulationInfoQuery.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/WEB-INF/npage/echn/feequery/subfeequery	line 28	JSP Problem
Constant cannot be resolved to a variable	include_Login2.0.jsp	/Web-sx/src/main/webapp/ninclude	line 21	JSP Problem
Constant cannot be resolved to a variable	include_Login2.0.jsp	/Web-sx/src/main/webapp/ninclude	line 23	JSP Problem
Constant cannot be resolved to a variable	include_Login2.0.jsp	/Web-sx/src/main/webapp/ninclude	line 150	JSP Problem
Constant cannot be resolved to a variable	include_Login2.0.jsp	/Web-sx/src/main/webapp/ninclude	line 163	JSP Problem
Constant cannot be resolved to a variable	include_Login2.0.jsp	/Web-sx/src/main/webapp/ninclude	line 177	JSP Problem
Constant cannot be resolved to a variable	include_Login2.0.jsp	/Web-sx/src/main/webapp/ninclude	line 190	JSP Problem
Constant cannot be resolved to a variable	include_Login2.0.jsp	/Web-sx/src/main/webapp/ninclude	line 203	JSP Problem
Constant cannot be resolved to a variable	include_Login2.0.jsp	/Web-sx/src/main/webapp/ninclude	line 215	JSP Problem
Constant cannot be resolved to a variable	include_Login2.0.jsp	/Web-sx/src/main/webapp/ninclude	line 423	JSP Problem
Constant cannot be resolved to a variable	include_Login2.0.jsp	/Web-sx/src/main/webapp/ninclude	line 429	JSP Problem
Constant cannot be resolved to a variable	include_Login2.0.jsp	/Web-sx/src/main/webapp/ninclude	line 434	JSP Problem
Constant cannot be resolved to a variable	include_Login2.0.jsp	/Web-sx/src/main/webapp/ninclude	line 453	JSP Problem
Constant cannot be resolved to a variable	include_Login2.0.jsp	/Web-sx/src/main/webapp/ninclude	line 459	JSP Problem
Constant cannot be resolved to a variable	include_Login2.0.jsp	/Web-sx/src/main/webapp/ninclude	line 472	JSP Problem
Constant cannot be resolved to a variable	include_Login2.0.jsp	/Web-sx/src/main/webapp/ninclude	line 478	JSP Problem
Constant cannot be resolved to a variable	include_Login2.0.jsp	/Web-sx/src/main/webapp/ninclude	line 491	JSP Problem
Constant cannot be resolved to a variable	include_Login2.0.jsp	/Web-sx/src/main/webapp/ninclude	line 497	JSP Problem
Constant cannot be resolved to a variable	include_Login2.0.jsp	/Web-sx/src/main/webapp/ninclude	line 509	JSP Problem
Constant cannot be resolved to a variable	include_Login2.0.jsp	/Web-sx/src/main/webapp/ninclude	line 515	JSP Problem
Constant cannot be resolved to a variable	include_Login2.0.jsp	/Web-sx/src/main/webapp/ninclude	line 529	JSP Problem
Constant cannot be resolved to a variable	include_Login2.0.jsp	/Web-sx/src/main/webapp/ninclude	line 535	JSP Problem
Constant cannot be resolved to a variable	include_Login2.0.jsp	/Web-sx/src/main/webapp/ninclude	line 556	JSP Problem
Constant cannot be resolved to a variable	include_Login2.0.jsp	/Web-sx/src/main/webapp/ninclude	line 556	JSP Problem
Constant cannot be resolved to a variable	include_Login2.0.jsp	/Web-sx/src/main/webapp/ninclude	line 558	JSP Problem
Constant cannot be resolved to a variable	include_Login2.0.jsp	/Web-sx/src/main/webapp/ninclude	line 558	JSP Problem
Constant cannot be resolved to a variable	include_Login2.0.jsp	/Web-sx/src/main/webapp/ninclude	line 560	JSP Problem
Constant cannot be resolved to a variable	include_Login2.0.jsp	/Web-sx/src/main/webapp/ninclude	line 560	JSP Problem
Constant cannot be resolved to a variable	include_Login2.0.jsp	/Web-sx/src/main/webapp/ninclude	line 562	JSP Problem
Constant cannot be resolved to a variable	include_Login2.0.jsp	/Web-sx/src/main/webapp/ninclude	line 562	JSP Problem
Constant cannot be resolved to a variable	include_Login2.0.jsp	/Web-sx/src/main/webapp/ninclude	line 564	JSP Problem
Constant cannot be resolved to a variable	include_Login2.0.jsp	/Web-sx/src/main/webapp/ninclude	line 564	JSP Problem
Constant cannot be resolved to a variable	include_Login2.0.jsp	/Web-sx/src/main/webapp/ninclude	line 566	JSP Problem
Constant cannot be resolved to a variable	include_Login2.0.jsp	/Web-sx/src/main/webapp/ninclude	line 566	JSP Problem
Constant cannot be resolved to a variable	include_Login2.0.jsp	/Web-sx/src/main/webapp/ninclude	line 594	JSP Problem
Constant cannot be resolved to a variable	include_Login2.0.jsp	/Web-sx/src/main/webapp/ninclude	line 596	JSP Problem
Constant cannot be resolved to a variable	include_Login2.0.jsp	/Web-sx/src/main/webapp/ninclude	line 598	JSP Problem
Constant cannot be resolved to a variable	include_Login2.0.jsp	/Web-sx/src/main/webapp/ninclude	line 600	JSP Problem
Constant cannot be resolved to a variable	include_Login2.0.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/ninclude	line 21	JSP Problem
Constant cannot be resolved to a variable	include_Login2.0.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/ninclude	line 23	JSP Problem
Constant cannot be resolved to a variable	include_Login2.0.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/ninclude	line 150	JSP Problem
Constant cannot be resolved to a variable	include_Login2.0.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/ninclude	line 163	JSP Problem
Constant cannot be resolved to a variable	include_Login2.0.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/ninclude	line 177	JSP Problem
Constant cannot be resolved to a variable	include_Login2.0.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/ninclude	line 190	JSP Problem
Constant cannot be resolved to a variable	include_Login2.0.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/ninclude	line 203	JSP Problem
Constant cannot be resolved to a variable	include_Login2.0.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/ninclude	line 215	JSP Problem
